Acquire_credit_card_next_month,Gender,Marital_Status,Age,Race,Address_Type,Holding_Paylah!,Holding_Unsecured Loan,Holding_Secured Loan,Holding_Mortgage,Holding_Investment,Holding_Insurance,Holding_Internet Banking,Holding_Mobile Banking,Monthly_Income,Total_Asset,BookMusic_Spend,Dining_Spend,Suppermarket_Spend,Travel_Spend,Inflow_Transaction_Count,Non_financial_Transaction_Count
0,M,Single,22,Unknown,Office Address,0,0,0,0,0,0,1,1,544.2733254,0,0,0,7.724194972,0,1115.659657,0
0,M,Married,57,Indian,HDB,0,0,0,0,0,0,1,0,2042.272015,48323.27071,0,0,0.513925344,0,0,0
0,M,Married,44,Malay,HDB,1,0,0,0,0,0,1,1,1343.84095,108.4758731,0,598.1036507,219.9171934,0,1842.817418,1.803414559
0,M,Married,46,Malay,HDB,0,1,0,0,0,0,1,0,2574.008736,11818.95975,0,701.1347137,186.6516926,0,1490.4654,7.031659506
0,F,Single,28,Malay,HDB,1,0,0,0,0,0,1,1,524.3034544,233.3536704,15.48602957,387.1716085,63.1585192,0,1019.573455,1.0106928
0,M,Single,36,Malay,HDB,0,0,0,1,0,0,1,1,5048.419011,781.0116285,12.54418102,1352.894166,128.7537,166.0214469,2348.789995,10.4520988
0,F,Unknown,26,Chinese,HDB,1,0,0,0,0,0,1,1,1694.972429,14571.83855,35.40858984,1027.766493,53.27090492,0,1133.656298,0
0,M,Single,30,Chinese,HDB,1,0,0,0,0,0,1,1,729.1887506,328.2487375,0,0,100.8839269,0,775.8052112,0
0,F,Single,30,Chinese,HDB,1,0,0,0,0,0,1,1,2799.185888,360.8314541,0,4095.889002,133.9892527,0,436.8572744,0
0,F,Single,23,Others,HDB,1,0,0,0,0,0,1,1,1215.474613,10.27956905,63.80623613,112.1254931,34.22451629,0,355.7102036,0
0,F,Married,65,Chinese,HDB,1,0,0,0,0,0,1,1,1084.137312,43328.68767,0,0,2459.084241,0,628.561374,0.987831388
0,F,Other,37,Chinese,HDB,0,0,0,0,0,1,1,0,804.3830437,38609.88394,0,106.7861013,2043.326395,0,2295.613079,2.107801816
0,M,Single,25,Chinese,HDB,1,0,0,0,0,0,1,1,2138.080508,43299.01757,19.80685267,3526.482103,1595.383431,0,491.2830816,0
0,M,Unknown,29,Chinese,HDB,1,0,0,0,0,0,1,1,723.6572067,292.1429551,65.90027316,2323.601991,216.4303542,0,2230.81185,10.74657084
0,F,Married,47,Chinese,HDB,1,0,0,0,0,1,1,1,6873.14157,123.2363807,154.1013565,1188.282418,1178.902282,0,2446.819841,0
1,M,Single,29,Malay,HDB,1,0,0,0,0,0,1,1,3258.844273,2704.649376,47.9769934,808.6027278,752.8500525,0,2560.485078,0
0,F,Single,17,Chinese,Private Housing,1,0,0,0,0,0,1,1,546.196488,3871.488448,21.22232234,670.7487311,33.17728176,0,559.2777373,1.015746648
0,M,Single,22,Chinese,HDB,1,0,0,0,0,0,1,1,1581.391819,3466.758574,28.39611608,749.0560698,565.7079078,0,2586.029509,21.56005616
0,F,Single,30,Others,Private Housing,0,0,0,0,0,0,1,1,3634.520905,76550.55689,0,761.8970096,1576.327159,0,3592.37996,0.903223319
0,F,Single,22,Chinese,HDB,1,0,0,0,0,0,1,1,360.6288489,1261.150019,0,5.957859058,66.4690175,0,629.7188074,7.666225287
0,M,Single,29,Unknown,Office Address,0,0,0,0,0,0,1,1,1240.015686,3714.931945,0,0,0,0,1840.884773,3.161865323
0,M,Single,43,Others,Private Housing,0,0,0,0,0,0,1,1,4920.646648,9.191961089,0,543.8164018,27.21365821,15.64428692,488.0026814,3.148350281
0,M,Married,36,Unknown,Private Housing,0,0,0,0,0,0,1,1,1667.727774,1492.258526,0,0,234.2797722,0,498.5859021,1.975142977
0,M,Single,25,Chinese,HDB,1,0,0,0,0,0,1,1,534.8042627,2.209836492,0,66.20448638,563.5938384,4.000046628,2080.965789,0
0,M,Single,42,Others,HDB,1,0,0,0,0,1,1,1,3901.177973,14807.67169,0,1.905811516,0,0,615.4488409,5.566770913
0,F,Single,19,Chinese,HDB,0,0,0,0,0,0,1,1,591.9638339,793.2912298,0,364.6070238,49.64133154,0,1202.482234,0
0,M,Unknown,70,Chinese,HDB,0,0,0,0,0,0,0,0,2158.459016,5170.951127,0,0,0,0,0,0
1,M,Single,28,Malay,HDB,1,0,0,0,0,0,1,1,3562.587783,3361.875717,6.581724769,2392.918815,1108.889658,0,1933.906225,1.063951145
0,M,Married,57,Chinese,HDB,0,0,0,0,0,0,1,0,2180.351139,23.95815309,0,0,0,0,28.91332189,3.237911983
0,F,Married,33,Unknown,Office Address,0,0,0,0,0,0,1,1,1047.730904,896.0320476,0,148.2252353,77.6763127,0,1710.932241,4.154487248
0,M,Married,37,Malay,HDB,1,1,0,0,0,0,1,1,128.3239661,196.0199412,0,0,0,0,281.4383536,0
0,F,Single,19,Chinese,HDB,1,0,0,0,0,0,1,1,87.40824719,8.272711537,0,94.45390856,0,0,598.0920835,2.981156577
0,M,Single,27,Malay,HDB,1,0,0,0,0,1,1,1,3921.396814,580.2872183,11.45171915,394.0063327,162.5982273,0,4300.493427,4.969203953
0,F,Married,57,Chinese,HDB,1,0,0,0,0,0,1,0,1414.627601,17112.67538,0,102.4594274,1178.979387,84.69387247,152.5571447,1.995714871
0,F,Single,24,Chinese,HDB,1,0,0,0,0,0,1,1,3842.803784,6900.857847,78.20450299,299.7753568,60.60676169,4.278862822,2060.874283,0.932244691
0,M,Unknown,62,Chinese,HDB,0,0,0,0,0,0,0,0,6077.192816,94443.56974,0,0,745.8122793,0,0,0
0,M,Married,37,Indian,HDB,0,0,0,1,0,1,1,1,3919.805719,8140.701319,102.3318865,855.7629259,2335.938603,0,1176.240405,0.950720563
0,F,Single,24,Chinese,HDB,1,0,0,0,0,1,1,1,1547.350018,2049.966508,0,1051.402086,576.2811807,2.931696499,2693.511752,0
0,M,Married,51,Others,HDB,0,0,0,0,0,0,1,0,142.8705186,16.71069702,0,0,0,0,11.14570139,0
1,M,Single,27,Chinese,HDB,1,0,0,0,1,0,1,1,888.8972158,771.6715854,0,1131.626699,1000.433494,77.16597575,285.7541272,0.917636928
0,M,Married,66,Chinese,Overseas Address,0,0,0,0,0,0,1,1,8646.81245,3121.906009,0,129.317615,533.3488938,0,251.0061956,0.976616687
0,F,Married,81,Chinese,HDB,0,0,0,0,0,1,0,0,347.5935176,30859.33225,0,0,0,0,0,0
0,F,Married,71,Chinese,HDB,0,0,0,0,0,0,0,0,1012.534196,162.4521288,0,0,1006.172027,0,0,0
0,M,Married,57,Chinese,HDB,1,0,0,0,0,0,1,1,2448.348451,144.1225171,0,0,1114.733634,21.57215781,1054.114638,0
0,F,Married,61,Chinese,HDB,0,0,0,0,0,0,1,0,856.2112241,14223.2084,0,21.47648859,0,0,197.3838695,0
0,M,Married,71,Chinese,HDB,1,0,0,0,0,0,1,1,2798.466525,236.3273283,0,2842.291089,1489.968619,0,1083.846969,0
0,F,Other,29,Unknown,HDB,1,0,0,0,0,0,1,1,2299.306182,717.3777358,0,466.5213795,286.4647086,572.7032609,728.2361848,3.111018774
0,M,Married,70,Malay,HDB,1,0,0,0,0,0,1,1,3753.55341,43920.105,30.2688556,272.6530582,2757.298975,0,575.1456145,0
0,F,Single,25,Others,HDB,1,0,0,0,0,1,1,1,1808.306874,1214.082497,0,294.3901306,2026.960118,0,1098.91544,3.881146534
0,M,Single,25,Chinese,HDB,1,0,0,0,0,0,1,0,2035.392151,16811.93127,2.470705906,386.9594372,402.0816193,204.0955959,242.0836567,0
0,F,Married,28,Chinese,HDB,1,0,0,0,0,0,1,1,2559.819377,3445.97696,69.16811342,247.8389642,95.08622881,0,1097.469826,0
0,M,Single,37,Malay,Office Address,0,0,0,0,0,0,1,0,3197.971176,50.62568523,0,0,0,272.6954098,0,0
0,F,Single,34,Others,Private Housing,1,0,0,0,0,0,1,1,14989.70945,15134.67278,114.0218106,1174.82395,895.2389733,64.50818067,982.2887645,2.902255066
0,M,Single,28,Unknown,Office Address,1,0,0,0,0,0,1,1,523.827045,20.00653906,0,212.3860165,187.6805226,0,1398.971005,4.139933152
0,M,Married,64,Chinese,HDB,0,0,0,0,0,1,1,1,1210.606295,123.9224915,0,0,0,0,605.554158,3.271881908
0,M,Single,65,Chinese,HDB,0,0,0,0,0,0,1,0,3892.693433,25021.55293,0,0,70.16391353,0,0,0
0,M,Single,27,Chinese,HDB,1,0,0,0,0,0,1,0,839.6696078,1154.185254,86.87831444,154.5945566,116.4346053,0,221.9774821,1.909404442
0,M,Single,28,Malay,HDB,0,0,0,0,0,0,1,1,2488.873919,88.29624717,0,192.7078111,147.3546082,31.84282351,2375.824726,5.825059292
0,F,Married,48,Indian,HDB,1,0,0,1,0,1,1,1,916.3615912,1107.414224,103.5294981,79.77728317,523.8715607,0,1033.492007,1.804033335
0,M,Single,31,Unknown,HDB,0,0,0,0,0,0,1,0,2815.289661,369.00678,0,0,66.93135794,0,37.98946767,4.771635458
0,F,Single,30,Unknown,Private Housing,0,0,0,0,0,0,1,1,1669.552395,1666.315274,3.653662324,672.7701827,287.0944578,0,2866.180097,5.645638437
0,M,Unknown,52,Chinese,HDB,0,0,0,0,0,0,0,0,4772.896581,11765.40943,0,0,1476.176834,0,0,0
0,M,Married,34,Indian,Other,0,0,0,0,0,0,1,1,2303.252222,3242.972979,0,17.92154631,42.36179281,0,2699.342628,2.181818592
0,M,Married,39,Unknown,Private Housing,0,0,0,0,0,0,0,0,3892.319676,22330.96641,0,0,0,353.6559904,0,0
0,M,Single,30,Malay,HDB,0,0,0,0,0,0,1,1,3231.897775,11383.30322,190.1360588,3460.169199,1001.327288,0,1287.312388,0
0,F,Married,38,Unknown,Overseas Address,0,0,0,0,0,0,1,0,2250.664525,10.35367144,0,95.14081032,0,0,0,0
0,M,Single,28,Malay,HDB,0,0,0,0,0,0,1,1,2195.30203,4334.080907,0,276.624971,88.57194261,323.2487519,1302.986393,2.191158609
0,M,Married,50,Indian,HDB,0,0,0,1,0,1,0,0,4433.349233,1728.604365,0,0,13.93365774,0,0,0
0,F,Single,20,Chinese,HDB,1,0,0,0,0,0,1,1,896.5023563,102.80354,6.170672634,290.5982664,114.0290677,0,428.0888062,1.010181947
0,F,Single,21,Chinese,HDB,1,0,0,0,0,0,1,1,1389.845649,1057.869196,16.39788156,1215.510184,360.0291698,0,2337.674104,0
0,F,Single,40,Chinese,HDB,1,0,0,1,0,1,1,0,4724.768414,3009.76228,44.32073902,129.6143392,22.28134099,64.33145002,1482.277804,0.930060291
0,M,Married,36,Indian,Overseas Address,0,0,0,0,0,0,0,0,2602.495881,4291.922776,0,0,123.8409322,0,0,0
0,F,Unknown,44,Chinese,HDB,0,0,0,0,0,0,1,0,2748.135199,10239.84237,0,0,0,0,472.215321,0
0,M,Unknown,67,Malay,HDB,0,0,0,0,0,0,0,0,2791.299628,9679.890793,0,0,717.5325386,0,0,0
0,M,Single,37,Chinese,Private Housing,1,0,0,0,0,0,1,1,6572.999103,2796.615771,0,0,0,0,449.6885261,1.824570684
0,F,Unknown,32,Chinese,HDB,1,0,0,0,0,1,1,1,4702.590375,1283.832825,0,6.428790069,20.93468384,0,372.8759742,0
0,F,Single,31,Unknown,Office Address,0,0,0,0,0,0,0,0,1747.147446,1539.851839,0,0,556.5034193,0,0,0
0,F,Single,27,Chinese,HDB,1,0,0,0,0,0,1,1,2285.824593,18895.99347,0,668.3423357,184.5195505,116.5058973,2174.431978,7.315801695
0,F,Married,70,Chinese,HDB,0,0,0,0,0,1,1,0,4724.407393,57292.41802,0,0,39.97498878,0,6.532931495,0
0,M,Unknown,62,Malay,HDB,0,1,0,0,0,1,1,1,1221.994778,134.0861541,3.863187887,16.55309021,0,0,1281.62439,0
0,M,Unknown,31,Chinese,HDB,1,0,0,0,0,1,1,1,5504.915478,44795.05427,247.4292503,1964.251866,936.4103477,0,1760.780234,1.000297569
0,M,Married,49,Chinese,HDB,1,0,0,0,0,1,1,1,4117.472711,26699.81036,0,0,0,0,1310.683619,0
0,F,Married,40,Malay,HDB,1,0,0,0,0,0,1,0,1213.939965,21272.28238,0,1327.572786,136.9791588,0,1881.795982,0.970809729
1,M,Married,50,Indian,HDB,1,0,0,0,0,0,1,0,3341.339657,3114.064019,6.678540727,10.43492599,14.55105616,0,6.730889709,5.529654149
0,M,Single,60,Chinese,HDB,0,0,0,0,0,0,0,0,4039.589795,1958.587511,0,28.60431475,2.276536903,0,0,0
0,F,Single,27,Chinese,HDB,1,0,0,0,0,1,1,1,2633.753907,12427.421,0,1316.879661,184.7937791,131.2590496,1329.003058,0.928530481
1,M,Unknown,49,Chinese,HDB,0,0,0,0,0,0,0,0,2805.472039,24592.54986,0,0,0,37.0263322,0,0
0,F,Single,27,Chinese,HDB,0,0,0,0,0,0,1,1,2827.706011,6778.126818,64.46854685,2101.538863,723.1907864,281.1964263,2463.314749,2.708418281
0,M,Married,47,Unknown,Office Address,0,0,0,0,0,0,0,0,625.835311,9.246899044,0,0,215.3438403,0,0,0
0,M,Single,43,Malay,HDB,0,0,0,0,0,0,1,0,2247.663615,1060.634901,0,34.41448481,223.3261204,0,514.7976101,0
0,M,Single,28,Chinese,HDB,0,0,0,0,0,0,1,1,4298.953624,8780.68617,0,2450.140767,400.4692841,730.4617372,4087.577286,0
0,M,Married,64,Chinese,HDB,0,0,0,0,0,0,1,0,233.5607417,2260.738154,0,0,742.3256295,0,314.1354442,3.13977676
0,M,Married,38,Others,Private Housing,0,0,0,0,0,0,1,0,5873.832166,15626.16882,0,49.43599985,645.0566094,0,91.04065527,0
0,F,Single,29,Malay,HDB,1,0,0,0,0,0,1,1,723.0542383,2524.563546,21.6644328,3005.978179,955.7793109,33.97926464,2235.761962,11.92298734
0,M,Single,19,Indian,HDB,1,0,0,0,0,0,1,1,330.1775234,9.128775643,13.77470214,1100.858375,786.4371551,0,1850.374329,1.015516131
0,M,Single,26,Unknown,HDB,1,0,0,0,0,0,1,1,1387.5701,658.9329098,0,33.03609888,369.4719927,0,1319.341304,0
0,F,Unknown,61,Chinese,HDB,0,0,0,0,0,0,0,0,2200.173135,27400.66665,0,0,26.57005648,0,0,0
0,F,Unknown,28,Indian,HDB,1,0,0,0,0,0,1,1,2211.638289,841.9169264,57.5225313,1571.497493,232.9503849,0,525.0431345,1.826664791
0,F,Single,22,Chinese,HDB,1,0,0,0,0,0,1,1,157.6210554,20327.40365,27.45565104,2037.811743,272.5613069,190.8653682,478.179572,2.742172368
0,M,Single,24,Unknown,Office Address,1,0,0,0,0,0,1,1,2393.714724,17.71880242,0,843.9955441,827.4622887,280.0193742,2380.7638,1.03904894
0,F,Married,41,Chinese,Private Housing,1,0,0,1,0,1,1,0,4354.333897,15869.19124,0,14.49471807,48.55574428,0,111.5613335,3.060793828
0,F,Single,42,Others,HDB,0,0,0,0,0,0,1,1,2909.635825,4476.457354,0,23.81569064,18.12100411,0,1426.581773,1.802647117
0,F,Single,44,Unknown,HDB,0,0,0,0,0,0,1,0,2438.625762,152.2822268,0,0,198.2425209,0,84.17806129,6.765837147
0,F,Single,38,Others,HDB,0,0,0,0,0,0,1,0,2906.087552,0,10.26899039,0,177.8631094,0,86.45796983,0
0,F,Single,47,Indian,Overseas Address,0,0,0,0,0,0,1,0,1244.649949,1610.119201,8.549215013,0,265.848807,0,32.06839899,0
0,M,Single,36,Indian,Office Address,0,0,0,0,0,0,0,0,1201.225622,36.90640687,0,0,493.3303772,0,0,0
0,F,Single,28,Chinese,HDB,0,0,0,0,0,1,1,1,2936.796656,3834.137483,0,13.99548324,965.666083,41.67511457,1956.873666,0
0,M,Married,64,Chinese,HDB,0,1,0,0,0,0,1,1,6308.897938,713.235793,0,0,46.96814087,0,1562.179357,12.776487
0,M,Single,40,Indian,Office Address,0,0,0,0,0,0,1,1,1499.234257,1815.692054,0,0,48.91378706,0,3009.992477,9.626039443
0,F,Single,26,Chinese,HDB,1,0,0,0,0,1,1,1,1740.000239,1082.2661,55.07890125,478.9041669,203.9218482,0,1031.283369,2.960590043
0,M,Single,72,Indian,HDB,0,0,0,0,0,0,1,0,2347.773297,31.27202916,46.24143927,62.73209339,816.6480688,140.8519488,2.070104628,3.943510293
0,F,Married,30,Chinese,Private Housing,1,0,0,0,0,0,1,1,2802.457939,2374.430299,0,712.8584701,266.7667332,0,1062.48191,0
0,M,Married,44,Indian,HDB,0,0,0,0,0,0,1,1,2876.838023,1955.642255,0,2.410274495,92.76235763,0,1373.702229,2.745662489
0,M,Married,48,Chinese,HDB,1,0,0,0,0,0,1,1,2982.047148,5910.928615,0,0,0,0,848.1269826,1.062059814
0,F,Married,57,Chinese,HDB,0,0,0,0,0,1,1,1,672.6465445,36673.91272,0,112.1800885,1367.203223,0,607.6920046,0
0,M,Unknown,45,Chinese,HDB,0,0,0,0,0,0,0,0,156.3114095,136.4917706,0,0,46.14385746,0,0,0
0,F,Married,61,Indian,HDB,0,0,0,0,0,0,1,0,4305.891375,11925.1042,0,230.3662735,1275.331873,0,0,1.824170459
0,F,Single,36,Chinese,HDB,1,0,0,0,0,0,1,1,5718.786182,4180.344016,0,446.7745659,11.4517664,0,52.05817944,2.133850591
0,M,Single,30,Malay,HDB,1,0,0,0,0,0,1,1,1261.422455,988.7680388,26.08652081,8.023200075,48.23349339,51.53653233,1200.82044,0
1,F,Single,29,Chinese,HDB,1,0,0,0,0,0,1,1,844.7301579,4051.129745,0,71.66531309,0,0,3130.802712,2.730537285
0,M,Single,28,Others,HDB,1,0,0,0,0,1,1,1,711.7957463,17758.18377,0,0,13.76387482,0,1403.752055,1.814357415
0,M,Single,23,Chinese,HDB,1,0,0,0,0,1,1,0,833.7899067,7584.351256,0,49.53971296,22.51932881,0,1171.332682,0
0,F,Single,19,Chinese,HDB,1,0,0,0,0,0,1,0,309.3879872,346.4118487,0,316.7017693,93.22634119,0,300.587821,0
0,M,Unknown,51,Chinese,HDB,0,0,0,0,0,0,1,1,2707.523456,11365.62126,0,0,1879.979589,0,529.7605333,0
0,M,Married,34,Unknown,Private Housing,0,0,0,0,0,0,1,0,1120.095991,1040.892987,0,0,166.0677712,0,806.0373351,0.989367415
0,M,Married,61,Chinese,HDB,1,1,0,0,0,0,1,1,1573.800317,24321.43137,0,0,0,0,10.99125793,0
0,M,Married,68,Chinese,HDB,1,0,0,0,0,0,1,1,2103.938084,3410.803815,68.94202504,285.7394516,0,0,4894.838076,2.785443632
0,M,Single,49,Others,Private Housing,0,0,0,0,0,0,1,1,12567.19869,131420.8124,0,103.0721007,0,0,21.87152957,0
0,M,Single,35,Chinese,HDB,1,0,0,0,0,0,1,1,6622.85002,11.61622022,0,82.93767661,0,0,800.3238839,0
0,M,Married,65,Chinese,HDB,0,0,0,0,0,1,0,0,3139.443386,6944.329748,0,215.5938137,0,0,0,0
0,F,Married,62,Indian,HDB,0,0,0,0,0,0,1,1,1429.249226,1497.871566,73.84105833,107.6047782,1859.291319,0,1044.989668,0
0,M,Single,21,Chinese,HDB,1,0,0,0,0,0,1,0,4447.511311,7560.322074,0,2702.646021,1510.817128,0,1914.133623,1.849314349
0,M,Single,26,Chinese,Unknown,1,0,0,0,0,0,1,1,3578.736914,11679.78213,404.8596988,616.4521483,302.805855,49.90817088,1396.37864,0.923771707
0,M,Single,32,Chinese,HDB,0,0,0,0,0,0,1,0,678.5696514,352.3372013,313.7178206,0,1424.032356,0,287.3462983,0
0,F,Married,50,Chinese,HDB,0,0,0,1,0,0,1,1,659.2283772,21804.6497,295.5409138,1096.243366,760.8976633,0,1006.096145,0
1,F,Single,28,Chinese,HDB,1,0,0,0,0,0,1,1,1620.376184,7716.379869,0,520.0397505,245.7910065,0,1548.035227,3.754215856
0,M,Other,43,Malay,HDB,1,0,0,0,0,0,1,1,1903.712258,2680.711967,0,0,69.67933273,0,4986.282397,3.673635437
0,M,Single,36,Chinese,HDB,1,0,0,0,0,0,1,1,4366.128381,30894.48096,0,0,0,0,1668.612087,1.857849064
0,F,Single,29,Others,HDB,1,1,0,0,0,0,1,1,2683.761544,501.3040051,79.36369706,511.1188181,937.6300527,0,2416.899813,4.672206285
1,M,Married,49,Chinese,Private Housing,1,0,0,0,0,0,1,1,17343.66036,1033.361198,0,0,0,0,451.0946286,13.98705308
0,F,Single,41,Others,Private Housing,1,0,0,0,0,0,1,1,11912.00623,758.3920445,168.5729847,2003.234488,984.883853,0,2374.5987,1.082804869
0,F,Married,32,Chinese,HDB,1,0,0,0,0,0,1,1,2723.69863,107911.2828,0,231.686559,3200.365728,0,925.3579689,0.917203698
0,F,Married,43,Indian,Private Housing,1,0,0,0,1,0,1,0,3428.971772,1389.565357,0,214.2951028,175.8298493,0,0,0
0,M,Single,25,Indian,HDB,0,0,0,0,0,0,1,1,1155.935473,411.7115292,12.01160717,47.64525217,324.1394962,0,3298.717979,1.018768963
0,F,Married,61,Indian,HDB,0,1,0,0,0,0,1,1,1795.598739,293.7088686,0,0,169.5291671,0,1817.443747,1.089790326
0,F,Single,49,Chinese,Private Housing,1,0,0,0,0,1,1,0,1231.384751,20814.68153,392.2410084,74.78083628,12.34950356,0,43.2361377,0
0,M,Single,30,Indian,HDB,0,0,0,0,0,0,1,1,1435.412262,0.071251201,0,0,0,0,1465.971888,0
0,F,Other,42,Chinese,HDB,1,0,0,1,0,0,1,0,3650.881348,3330.439033,0,0,86.59110116,0,4488.985771,8.969429536
0,M,Unknown,36,Chinese,HDB,0,0,0,0,0,1,1,1,2411.723936,2711.760458,0,12.82427642,171.7768703,0,47.57282721,0
0,M,Married,55,Others,Private Housing,1,0,0,0,0,0,1,1,11287.49832,11077.49329,277.4738928,1539.969222,1428.28135,301.5209007,1103.719734,0.971610144
0,F,Married,50,Unknown,Office Address,0,0,0,0,0,0,0,0,1719.602654,51.17813901,0,0,275.7566092,0,0,0
0,F,Single,28,Chinese,HDB,1,0,0,0,0,0,1,1,3000.4309,10204.59998,0,126.2311916,973.3008299,0,916.5484387,0
0,F,Single,23,Indian,Private Housing,1,0,0,0,0,0,1,1,699.1831576,408.6064184,0,127.6985187,116.4613668,0,884.7288697,0.973536464
0,F,Married,69,Malay,HDB,0,0,0,0,0,0,1,0,3522.224093,36873.29675,0,16.3700337,0,0,0,0
0,M,Single,20,Unknown,Office Address,0,0,0,0,0,0,0,0,651.1341289,2.793166086,0,0,0,0,0,0
0,M,Married,41,Unknown,Office Address,1,0,0,0,0,0,1,1,1826.427264,231.8416975,0,0,136.5276062,0,787.6248111,2.061101333
0,F,Single,58,Indian,HDB,0,0,0,0,0,0,1,0,340.40299,2323.82132,0,27.84528544,22.15806854,0,0,0
0,M,Single,30,Unknown,Office Address,0,0,0,0,0,0,1,1,2488.021145,1517.47725,0,0,0,0,889.7397342,0.904208685
0,M,Married,45,Indian,HDB,0,0,0,0,0,0,1,1,4044.111499,3306.164102,0,0,90.10027032,0,1574.879584,8.844977668
0,M,Married,52,Chinese,HDB,0,0,0,1,0,1,1,0,10867.9825,52870.08942,0,34.07447781,9.533667551,0,0,2.981193375
0,M,Single,20,Indian,HDB,1,0,0,0,0,0,1,1,977.8862293,1800.458356,2.608957214,770.0318838,515.1600372,60.83248602,765.6613662,3.74422587
1,M,Single,28,Chinese,HDB,1,0,0,0,0,0,1,1,4278.646216,4495.15635,0,177.0254451,0,0,1445.854945,0
1,M,Single,28,Indian,HDB,1,0,0,0,0,0,1,1,5326.945648,7242.135328,0,55.80050177,192.7595987,0,1683.737391,3.003930391
0,M,Single,30,Others,HDB,1,0,0,0,0,0,1,1,12465.38336,29858.47787,90.79254282,2109.752997,941.6161167,0,836.0161594,0
0,F,Single,57,Chinese,HDB,1,0,0,0,0,0,1,0,1030.267984,4589.943764,0,0,213.7226683,0,205.5315361,0
0,M,Married,50,Indian,HDB,0,0,0,0,0,0,1,1,334.7815783,22.41580179,0,0,0,0,276.0676022,0
0,M,Single,28,Indian,Private Housing,0,0,0,0,0,0,0,0,651.1134178,9.542604853,0,54.07674005,76.31897776,0,0,0
0,F,Single,35,Chinese,HDB,1,0,0,0,0,0,1,1,6233.854243,10770.95121,0,417.1558356,67.74818483,0,1772.693653,3.299250045
0,F,Single,32,Chinese,HDB,1,0,0,0,1,1,1,1,2658.752428,226.5129364,72.36922153,1110.566649,92.5701307,0,509.8783809,4.520686276
0,F,Married,36,Chinese,HDB,0,0,0,0,0,0,1,0,939.6456935,37.38007855,2.970883076,59.69298536,19.2463363,0,927.4518404,1.022057235
0,M,Married,30,Unknown,Unknown,0,0,0,0,0,0,0,0,1004.783135,5.449063248,0,0,70.30446796,0,0,1.978587601
0,F,Unknown,52,Chinese,HDB,1,0,0,0,0,0,1,0,3000.788045,31888.69752,0,285.8961153,254.2708222,0,584.9497848,0
0,M,Unknown,25,Chinese,HDB,1,0,0,0,0,0,1,0,587.6433684,3413.261586,0,170.7299552,633.3695118,0,0,6.108147393
0,M,Single,31,Chinese,HDB,1,0,0,0,0,0,1,1,4018.641553,4620.159334,0,18.71472742,46.09364017,0,0,3.198255478
0,F,Single,36,Chinese,HDB,1,0,0,0,0,1,1,1,4329.403885,77408.96012,0,115.2760319,35.46100047,0,903.5469287,8.603588046
0,M,Single,30,Chinese,HDB,1,0,0,0,0,0,1,1,887.223516,171.4976052,0,29.6938869,251.4007421,0,4673.346536,0
0,M,Married,46,Chinese,HDB,1,0,0,0,0,0,1,1,2669.748754,601.8909386,0,0,124.8050022,0,722.4982504,2.107521486
0,M,Single,37,Indian,Private Housing,1,0,0,0,0,0,1,1,4341.29566,4477.773219,0,0,0,0,2925.040261,5.346091659
0,F,Married,57,Others,HDB,0,0,0,0,0,0,1,1,441.1430189,3428.480187,0,112.3262999,538.8041383,9.715597677,1455.560158,1.071576799
0,M,Unknown,31,Chinese,HDB,1,0,0,0,0,0,1,0,2236.129634,672.353792,0,0,36.00653273,41.91731801,26.79773799,0
0,M,Married,33,Chinese,HDB,1,0,0,1,0,1,1,1,3034.77392,140.1839676,156.4032788,515.1662282,58.31936446,442.6552857,740.1837809,4.274708449
0,M,Single,42,Indian,Office Address,0,0,0,0,0,0,1,1,1040.548997,2.029610109,0,64.1383786,0,0,1812.955332,1.06037572
0,F,Other,45,Others,HDB,1,0,0,0,0,0,1,1,7228.356045,1428.224228,0,0,11.65779596,0,735.8113249,3.11029237
0,F,Single,21,Chinese,HDB,1,0,0,0,0,0,1,1,1753.011502,1646.072434,79.49926817,533.7694803,508.5769897,347.6084116,2061.526757,2.881928826
0,F,Single,34,Chinese,HDB,1,0,0,0,0,0,1,0,3165.327323,24312.19635,0,1079.310273,260.7243481,0,0,0
0,F,Single,27,Chinese,Private Housing,1,0,0,0,0,1,1,1,5700.235073,37281.67058,0,99.67767275,0,0,756.635789,0.924902468
0,F,Married,51,Chinese,Private Housing,0,0,0,0,1,1,1,1,5213.156177,2289.881165,0,85.76566015,24.23721124,0,1274.1749,0
0,M,Single,28,Others,Office Address,0,0,0,0,0,0,1,0,816.1251151,325.0655378,0,0,30.50226283,0,1024.836617,0
0,F,Single,34,Chinese,HDB,0,0,0,0,0,0,1,0,1763.167057,239.3601753,0,63.29189066,0,0,0,0
0,M,Single,46,Chinese,Overseas Address,0,0,0,0,0,0,1,1,1496.664202,20.32773818,0,0,0,0,969.9978343,0
0,F,Single,23,Chinese,Private Housing,1,0,0,0,0,0,1,1,78.55229259,948.7196965,42.57059743,549.5998625,18.99020961,1.062511676,2456.305666,3.851404339
0,M,Single,19,Chinese,HDB,1,0,0,0,0,0,1,0,547.2167456,1417.12192,93.07555938,28.48621899,0,0,287.9390337,0
0,M,Married,61,Malay,HDB,0,0,0,0,0,0,1,1,1885.942835,0,0,0,12.02203092,0,1199.155366,0.915644174
